Filter Group,Title,URL,Street Address,City,Business ID,Tax Number,Activity Description,Employee Count,Page
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PEČAR TRANSPORT d.o.o.","https://www.bizi.si/PECAR-TRANSPORT-D-O-O/","Višnja vas    2","3212 Vojnik","2246945000","79553826","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PRIMA LOG d.o.o.","https://www.bizi.si/PRIMA-LOG-D-O-O/","Dekani    3A","6271 Dekani","6124054000","84722991","Spremljajoče storitvene dejavnosti v kopenskem prevozu","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","PUNTAR TRANSPORT d.o.o.","https://www.bizi.si/PUNTAR-TRANSPORT-D-O-O/","Cesta pod Slivnico    2","1380 Cerknica","8171327000","73769665","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","R-TRANSPORT d.o.o.","https://www.bizi.si/R-TRANSPORT-D-O-O/","Cesta Andreja Bitenca   68","1000 Ljubljana","6422985000","58671161","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","RELAX TRANS d.o.o.","https://www.bizi.si/RELAX-TRANS-D-O-O/","Ulica ob Polju    7","2366 Muta","1857665000","21917884","Dejavnost vozniških šol","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","REMONA d.o.o.","https://www.bizi.si/REMONA-D-O-O/","Brje   49","5263 Dobravlje","6611931000","79590705","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","RESPED LOGISTIKA d.o.o.","https://www.bizi.si/RESPED-LOGISTIKA-D-O-O/","Mednarodni prehod    2","5290 Šempeter pri Gorici","6509681000","31155243","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","ROMSS, d.o.o.","https://www.bizi.si/ROMSS-D-O-O/","Dobovec    5A","1423 Dobovec","1973363000","97579521","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","S B M Vinica d.o.o.","https://www.bizi.si/S-B-M-VINICA-D-O-O/","Hrast pri Vinici   50","8344 Vinica","5596874000","93080794","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SABOD d.o.o.","https://www.bizi.si/SABOD-D-O-O/","Leskoškova cesta    9E","1000 Ljubljana","5522323000","97356212","Druge spremljajoče prevozne dejavnosti","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SB logistika d.o.o.","https://www.bizi.si/SB-LOGISTIKA-D-O-O/","Tržaška cesta   37","2000 Maribor","8143722000","78005043","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SEMENIČ TRANSPORT d.o.o.","https://www.bizi.si/SEMENIC-TRANSPORT-D-O-O/","Podnanos    1","5272 Podnanos","5000674000","25956655","Logistične storitve","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SENICA AA d.o.o.","https://www.bizi.si/SENICA-AA-D-O-O/","Dobja vas  185B","2390 Ravne na Koroškem","6546820000","65645740","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SERŠEN TRANSPORT, d.o.o.","https://www.bizi.si/SERSEN-TRANSPORT-D-O-O/","Vesca   10A","1217 Vodice","6635342000","47964090","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SETRANS d.o.o.","https://www.bizi.si/SETRANS-D-O-O/","Pesnica pri Mariboru   44A","2211 Pesnica pri Mariboru","5361796000","97958964","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SILTONI d.o.o.","https://www.bizi.si/SILTONI-D-O-O/","Tovarniška cesta   26","5270 Ajdovščina","3583619000","41200900","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","SPASOJEVIĆ, d.o.o.","https://www.bizi.si/SPASOJEVIC-D-O-O/","Dunajska cesta  116","1000 Ljubljana","6893899000","10917543","Elektroinštalacije","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","STANE d.o.o.","https://www.bizi.si/STANE-D-O-O/","Glančnik    1B","2392 Mežica","3714055000","54503175","Gradnja stanovanjskih in nestanovanjskih stavb","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","STARTRANS d.o.o.","https://www.bizi.si/STARTRANS-D-O-O/","Brezje pri Grosupljem   22","1290 Grosuplje","6949916000","81111797","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","STELA TRANSPORT d.o.o.","https://www.bizi.si/STELA-TRANSPORT-D-O-O/","Kumerdejeva ulica    3","1000 Ljubljana","7036868000","51058260","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","T-PIRC d.o.o. Lavrica","https://www.bizi.si/T-PIRC-D-O-O-LAVRICA/","Nebčeva ulica  104","1291 Škofljica","5673569000","46166360","Cestni tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","T.P.G. AGENT d.o.o.","https://www.bizi.si/T-P-G-AGENT-D-O-O/","Vojkovo nabrežje   30A","6000 Koper - Capodistria","3761428000","40136698","Posredniške dejavnosti za tovorni prevoz","20 do 49 zaposlenih","23"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TALEN, d.o.o.","https://www.bizi.si/TALEN-D-O-O/","Stražgonjca   42B","2331 Pragersko","6136117000","14605597","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TAURUS TRANSPORT d.o.o.","https://www.bizi.si/TAURUS-TRANSPORT-D-O-O/","Moste   43F","1218 Komenda","2032155000","49650939","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TINTTER, d.o.o.","https://www.bizi.si/TINTTER-D-O-O/","Vojkovo nabrežje   30A","6000 Koper - Capodistria","5691028000","35624825","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRAMPUŽ TRANSPORT d.o.o.","https://www.bizi.si/TRAMPUZ-TRANSPORT-D-O-O/","Partizanska cesta   79","6210 Sežana","6853714000","85774901","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANS DE-JUS d.o.o.","https://www.bizi.si/TRANS-DE-JUS-D-O-O_ROGASKA-SLATINA_KIDRICEVA-ULICA/","Kidričeva ulica   90","3250 Rogaška Slatina","8402272000","39598152","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANS FELIX d.o.o.","https://www.bizi.si/TRANS-FELIX-D-O-O/","Lesno Brdo   17","1360 Vrhnika","5981158000","96890738","Trgovina na drobno z rezervnimi deli in opremo za motorna vozila","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSGOLD d.o.o.","https://www.bizi.si/TRANSGOLD-D-O-O/","Cesta prvih borcev   24A","8250 Brežice","6514855000","97176290","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSPORT - TTN d.o.o.","https://www.bizi.si/TRANSPORT-TTN-D-O-O/","Gospodinjska ulica    8","1000 Ljubljana","6180663000","78567564","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSPORT CURK d.o.o.","https://www.bizi.si/TRANSPORT-CURK-D-O-O/","Goriška cesta    5I","5271 Vipava","3857786000","26466481","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSPORT DEBEVC d.o.o.","https://www.bizi.si/TRANSPORT-DEBEVC-D-O-O/","Slovenska vas    1D","6257 Pivka","3411800000","44039808","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSPORT JANEŽIČ d.o.o.","https://www.bizi.si/TRANSPORT-JANEZIC-D-O-O/","Topolc   57","6250 Ilirska Bistrica","8106720000","47201312","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSPORT MAJER d.o.o.","https://www.bizi.si/TRANSPORT-MAJER-D-O-O/","Gradiška cesta    8","2230 LENART V SLOVENSKIH GORICAH","3975878000","61569402","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
"Dejavnost TSMEDIA: Avtooprema, Barve, laki in kemični izdelki, Betonski in cementni izdelki, Dvigalne in transportne naprave, Elektro, Elektroinštalacije, Elektronika, Električni stroji in naprave, Galvanizacija, Ključavničarstvo, Kovaštvo, Kovinostrugarstvo, Kovinski izdelki in oprema, Mehanika in finomehanika, Merilni sistemi in naprave, Orodjarstvo, Prevozništvo in transport, Avtodeli, Energetika; Poreklo kapitala: Domači kapital; Pravni status: d.o.o. - Družba z omejeno odgovornostjo; Vrsta lastnine: Zasebna lastnina; Št. zaposlenih: od 20 - do 49","TRANSPORT MARO AVTO d.o.o.","https://www.bizi.si/TRANSPORT-MARO-AVTO-D-O-O/","Ulica bratov Turjakov    7","2327 Rače","2258641000","52365603","Cestni tovorni prevoz","20 do 49 zaposlenih","24"
